================================================================================
重复文件审核清单
================================================================================

【第一类】目录内重复文件（标准版 + 带前缀版并存，可删除带前缀版）
--------------------------------------------------------------------------------
共 28541 个目录，29414 个重复文件

序号     目录名                                      重复文件
420    X13766_佛教佛果研究_12                         佛教佛果研究_原文.md
421    X18520_佛教地理_22                           佛教地理_原文.md
422    X8523_佛教汉传禅修_2                           佛教汉传禅修_原文.md
423    X4966_佛教存在心理学_3                          佛教存在心理学_原文.md
424    X23094_佛教语言_31                           佛教语言_原文.md
425    X19768_佛教神经计算_24                         佛教神经计算_原文.md
426    X7743_佛教八正道研究                            佛教八正道研究_原文.md
427    X8311_佛教十六特胜研究_1                         佛教十六特胜研究_原文.md
428    X6725_佛教经济学_7                            佛教经济学_原文.md
429    X6742_佛教感应录_7                            佛教感应录_原文.md
430    X6672_佛教八念研究_6                           佛教八念研究_原文.md
431    X9562_佛教俄罗斯经典_4                          佛教俄罗斯经典_原文.md
432    X24933_佛教二十五有研究_34                       佛教二十五有研究_原文.md
433    X848_苯教大圆满四部心髓                           苯教大圆满四部心髓_原文.md
434    X18651_佛教东亚经典_22                         佛教东亚经典_原文.md
435    X20832_佛教觉悟研究_26                         佛教觉悟研究_原文.md
436    X1769_佛教密宗招财_3                           佛教密宗招财_原文.md
437    X7391_佛教建筑                               佛教建筑_原文.md
438    X3906_佛教分布式账本_1                          佛教分布式账本_原文.md
439    X1483_佛教世界经典_1                           佛教世界经典_原文.md
440    X37_心论                                   心论_原文.md
441    X3106_禅宗语录_11                            禅宗语录_原文.md
442    X21138_佛教密宗供养_27                         佛教密宗供养_原文.md
443    X25232_佛教中亚经典_35                         佛教中亚经典_原文.md
444    X19556_佛教散文_24                           佛教散文_原文.md
445    X11908_佛教十遍处研究_8                         佛教十遍处研究_原文.md
446    X6091_佛教四无碍辩研究_5                         佛教四无碍辩研究_原文.md
447    X10346_佛教四护净研究_5                         佛教四护净研究_原文.md
448    X7971_佛教密宗修行_1                           佛教密宗修行_原文.md
449    X3572_佛教四梵住研究                            佛教四梵住研究_原文.md
450    X320_十地经论疏                               十地经论疏_原文.md
450    X320_十地经论疏                               十地经论疏_解讀_學術.md
450    X320_十地经论疏                               十地经论疏_解讀_白話.md
451    X12335_佛教四真实研究_9                         佛教四真实研究_原文.md
452    X3668_唯识论书_1                             唯识论书_原文.md
453    X6786_佛教密宗种子字_7                          佛教密宗种子字_原文.md
454    X3183_佛教经济学                              佛教经济学_原文.md
455    X10921_菩萨行论_7                            菩萨行论_原文.md
456    X25167_佛教密宗灌顶_35                         佛教密宗灌顶_原文.md
457    X24504_佛教通明禅研究_33                        佛教通明禅研究_原文.md
458    X10878_佛教四自在研究_6                         佛教四自在研究_原文.md
459    X16443_佛教四成就研究_17                        佛教四成就研究_原文.md
460    X25899_佛教业力研究_36                         佛教业力研究_原文.md
461    X17449_佛教四无碍解研究_19                       佛教四无碍解研究_原文.md
462    X24623_佛教感应录_34                          佛教感应录_原文.md
463    X10751_佛教八十四相研究_6                        佛教八十四相研究_原文.md
464    X11230_佛教阿修罗研究_7                         佛教阿修罗研究_原文.md
465    X20163_佛教汉传历史_25                         佛教汉传历史_原文.md
466    X6163_佛教四禅八定研究_5                         佛教四禅八定研究_原文.md
467    X19718_佛教中庸思想_24                         佛教中庸思想_原文.md
468    X27830_佛教传播学_40                          佛教传播学_原文.md
469    X10972_佛教华严宗谱_7                          佛教华严宗谱_原文.md
470    X2542_佛教缅甸经典_7                           佛教缅甸经典_原文.md
471    X22789_佛教知识图谱_30                         佛教知识图谱_原文.md
472    X13574_佛教藏传戒律_12                         佛教藏传戒律_原文.md
473    X23277_佛教媒体学_31                          佛教媒体学_原文.md
474    X13361_佛教四禅定研究_11                        佛教四禅定研究_原文.md
475    X11099_佛教符号学_7                           佛教符号学_原文.md
476    X9532_佛教藏传建筑_4                           佛教藏传建筑_原文.md
477    X7796_佛教四禅八定研究                           佛教四禅八定研究_原文.md
478    X11947_佛教雕塑_9                            佛教雕塑_原文.md
479    X5669_佛教慈悲观研究_4                          佛教慈悲观研究_原文.md
480    X7237_佛教语言_8                             佛教语言_原文.md
481    X18376_佛教通明禅研究_21                        佛教通明禅研究_原文.md
